# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)Omega_m            15:(.)Omega_r            16:(.)rho_scf            17:(.)p_scf              18:(.)p_prime_scf        19:phi_scf               20:phi'_scf              21:V_scf                 22:V'_scf                23:V''_scf               24:w_scf                 25:Omega_scf             26:(.)rho_tot            27:(.)p_tot              28:(.)p_tot_prime        29:gr.fac. D             30:gr.fac. f          
       3.640718179173e+13       5.703218502655e-25       1.273292582482e-08       2.859406296944e+21       1.372907495785e+04       3.770979867759e-10       4.998369278225e+17       7.351070126777e-09       4.834230135467e+42       1.201118248719e+32       6.443191320799e+32       3.341974234771e+42       8.176204371003e+42       9.349459997146e-11       9.999999999065e-01       4.623382308809e+04      -4.623377993455e+04      -1.016778786696e+07      -4.583040000000e+00       9.882840188745e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999990666240e-01       5.654680459317e-39       8.176204371003e+42       2.725401456746e+42      -8.562080011247e+50       2.420899176448e-05       6.620744613929e-01 
       3.601793745696e+13       5.827153468322e-25       1.286935003009e-08       2.798590939475e+21       1.372907495785e+04       3.811732688539e-10       4.944929631736e+17       7.430512832363e-09       4.630783000784e+42       1.163003701815e+32       6.238732419214e+32       3.201328244987e+42       7.832111246511e+42       9.450499217980e-11       9.999999999055e-01       4.623382174044e+04      -4.623378128219e+04      -9.430808314218e+06      -4.583040000000e+00       9.672646744573e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999991249210e-01       5.903110960156e-39       7.832111246511e+42       2.610703748590e+42      -8.114059129776e+50       2.438127808549e-05       6.573960203059e-01 
       3.563285469539e+13       5.953781628311e-25       1.300941221416e-08       2.739069035024e+21       1.372907495785e+04       3.852925923339e-10       4.892061330750e+17       7.510814071925e-09       4.435897878138e+42       1.126098626741e+32       6.040761520289e+32       3.066601299771e+42       7.502499178626e+42       9.552630365423e-11       9.999999999045e-01       4.623382047697e+04      -4.623378254567e+04      -8.747246365004e+06      -4.583040000000e+00       9.466923805143e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999991795767e-01       6.162455919847e-39       7.502499178626e+42       2.500833059303e+42      -7.689481466537e+50       2.455356440650e-05       6.527832341592e-01 
       3.525188901392e+13       6.083161507642e-25       1.314947439823e-08       2.680813073751e+21       1.372907495784e+04       3.894564331694e-10       4.839758266777e+17       7.591983123605e-09       4.249214437805e+42       1.090364643868e+32       5.849072743147e+32       2.937544297897e+42       7.186758736395e+42       9.655865239879e-11       9.999999999034e-01       4.623381929241e+04      -4.623378373023e+04      -8.113230215350e+06      -4.583040000000e+00       9.265576289414e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999992308188e-01       6.433194850173e-39       7.186758736395e+42       2.395586245234e+42      -7.287120327635e+50       2.472585072751e-05       6.482347305291e-01 
       3.487499639512e+13       6.215352903130e-25       1.329135557171e-08       2.623796130912e+21       1.372907495784e+04       3.936652724577e-10       4.788014396631e+17       7.674029365812e-09       4.070387514427e+42       1.055764591454e+32       5.663466740032e+32       2.813918621488e+42       6.884306136587e+42       9.760215769279e-11       9.999999999024e-01       4.623381818184e+04      -4.623378484080e+04      -7.525168696622e+06      -4.583040000000e+00       9.068511138591e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999992788605e-01       6.715828329615e-39       6.884306136587e+42       2.294768711972e+42      -6.905813207369e+50       2.489813704852e-05       6.437491749787e-01 
       3.450213329218e+13       6.350416911016e-25       1.343505573459e-08       2.567991854409e+21       1.372907495784e+04       3.979195964950e-10       4.736823741740e+17       7.756962278308e-09       3.899086468830e+42       1.022262486992e+32       5.483750489003e+32       2.695495694832e+42       6.594582164313e+42       9.865694010461e-11       9.999999999013e-01       4.623381714063e+04      -4.623378588201e+04      -6.979730934527e+06      -4.583040000000e+00       8.875637273097e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999993239015e-01       7.010878928892e-39       6.594582164313e+42       2.198194054554e+42      -6.544458429513e+50       2.507042336953e-05       6.393252697524e-01 
       3.413325662389e+13       6.488415955159e-25       1.358057488687e-08       2.513374452619e+21       1.372907495784e+04       4.022198968333e-10       4.686180387447e+17       7.840791443299e-09       3.734994576691e+42       9.898234897905e+31       5.309737093199e+32       2.582056561754e+42       6.317051139076e+42       9.972312150557e-11       9.999999999003e-01       4.623381616445e+04      -4.623378685819e+04      -6.473827482429e+06      -4.583040000000e+00       8.686865550412e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999993661293e-01       7.318892177152e-39       6.317051139076e+42       2.105683712815e+42      -6.202011964344e+50       2.524270969054e-05       6.349617525245e-01 
       3.376832376959e+13       6.629413815974e-25       1.372791302856e-08       2.459918682463e+21       1.372907495784e+04       4.065666703364e-10       4.636078482335e+17       7.925526546549e-09       3.577808442935e+42       9.584138647444e+31       5.141245586470e+32       2.473391480788e+42       6.051199924333e+42       1.008008250841e-10       9.999999998992e-01       4.623381524924e+04      -4.623378777340e+04      -6.004592822451e+06      -4.583040000000e+00       8.502108724016e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999994057197e-01       7.640437570626e-39       6.051199924333e+42       2.017066641241e+42      -5.877484412218e+50       2.541499601155e-05       6.306573951981e-01 
       3.340729256434e+13       6.773475659871e-25       1.387525117025e-08       2.407599837751e+21       1.372907495784e+04       4.109604192378e-10       4.586512237545e+17       8.011177378494e-09       3.427237440777e+42       9.280009472485e+31       4.978100745186e+32       2.369299537374e+42       5.796536978741e+42       1.018901753598e-10       9.999999998981e-01       4.623381439120e+04      -4.623378863144e+04      -5.569369134601e+06      -4.583040000000e+00       8.321281402991e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999994428373e-01       7.976109625586e-39       5.796536978741e+42       1.932178992717e+42      -5.569938144986e+50       2.558728233257e-05       6.264110027527e-01 
       3.305012129399e+13       6.920668069371e-25       1.402622729074e-08       2.356393737754e+21       1.372907495784e+04       4.154016511988e-10       4.537475926110e+17       8.097753835377e-09       3.283003174375e+42       8.985531092288e+31       4.820132906010e+32       2.269588272378e+42       5.552591447326e+42       1.029912981981e-10       9.999999998970e-01       4.623381358674e+04      -4.623378943590e+04      -5.165691242452e+06      -4.583040000000e+00       8.144300012555e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999994776367e-01       8.326528977566e-39       5.552591447326e+42       1.850863815585e+42      -5.278484596995e+50       2.575956865358e-05       6.222214121382e-01 
       3.269676869035e+13       7.071059073876e-25       1.417720341124e-08       2.306276716031e+21       1.372907495784e+04       4.198908793668e-10       4.488963882291e+17       8.185265920387e-09       3.144838964094e+42       8.700397262509e+31       4.667177789455e+32       2.174073326258e+42       5.318912290906e+42       1.041043208246e-10       9.999999998959e-01       4.623381283253e+04      -4.623379019010e+04      -4.791272649999e+06      -4.583040000000e+00       7.971082755436e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999995102625e-01       8.692343528880e-39       5.318912290906e+42       1.772970763451e+42      -5.002281697832e+50       2.593185497459e-05       6.180874912130e-01 
       3.234719392648e+13       7.224718181147e-25       1.432999852113e-08       2.257225609493e+21       1.372907495784e+04       4.244286224346e-10       4.440970500926e+17       8.273723744819e-09       3.012489353431e+42       8.424311456721e+31       4.519076329041e+32       2.082578098181e+42       5.095067452149e+42       1.052293718399e-10       9.999999998948e-01       4.623381212543e+04      -4.623379089721e+04      -4.443992590614e+06      -4.583040000000e+00       7.801549574105e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999995408506e-01       9.074229646544e-39       5.095067452149e+42       1.698355817204e+42      -4.740531439403e+50       2.610414129561e-05       6.140081377237e-01 
       3.200135661192e+13       7.381716409328e-25       1.448461262044e-08       2.209217747694e+21       1.372907495784e+04       4.290154047009e-10       4.393490236778e+17       8.363137529237e-09       2.885709636694e+42       8.156986558034e+31       4.375674505874e+32       1.994933419514e+42       4.880643056727e+42       1.063665812341e-10       9.999999998936e-01       4.623381146249e+04      -4.623379156014e+04      -4.121884014554e+06      -4.583040000000e+00       7.635622113654e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999995695282e-01       9.472893412841e-39       4.880643056727e+42       1.626881018736e+42      -4.492477570327e+50       2.627642761662e-05       6.099822783254e-01 
       3.165921678804e+13       7.542126319864e-25       1.464104570914e-08       2.162230942358e+21       1.372907495784e+04       4.336517561302e-10       4.346517603897e+17       8.453517604662e-09       2.764265406556e+42       7.898144560510e+31       4.236823188472e+32       1.910977241030e+42       4.675242648088e+42       1.075160804023e-10       9.999999998925e-01       4.623381084096e+04      -4.623379218168e+04      -3.823122447422e+06      -4.583040000000e+00       7.473223685701e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999995964147e-01       9.889071930815e-39       4.675242648088e+42       1.558414215862e+42      -4.257403410964e+50       2.644871393763e-05       6.060088676401e-01 
       3.132073492344e+13       7.706022051026e-25       1.479929778725e-08       2.116243477117e+21       1.372907495784e+04       4.383382124144e-10       4.300047174986e+17       8.544874413759e-09       2.647932120653e+42       7.647516280050e+31       4.102377977675e+32       1.830554333300e+42       4.478486454440e+42       1.086780021598e-10       9.999999998913e-01       4.623381025825e+04      -4.623379276439e+04      -3.546015656028e+06      -4.583040000000e+00       7.314279232937e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999996216219e-01       1.032353468713e-38       4.478486454440e+42       1.492828817984e+42      -4.034629782774e+50       2.662100025865e-05       6.020868873521e-01 
       3.098587190933e+13       7.873479352165e-25       1.495936885476e-08       2.071234097481e+21       1.372907495784e+04       4.430753150344e-10       4.254073580774e+17       8.637218512048e-09       2.536494686422e+42       7.404841074452e+31       3.972199056479e+32       1.753515999676e+42       4.290010686569e+42       1.098524807567e-10       9.999999998901e-01       4.623380971193e+04      -4.623379331071e+04      -3.288994063286e+06      -4.583040000000e+00       7.158715294405e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999996452547e-01       1.077708497480e-38       4.290010686569e+42       1.430003562032e+42      -3.823513046033e+50       2.679328657966e-05       5.982153453373e-01 
       3.065458905510e+13       8.044575618714e-25       1.512125891168e-08       2.027182001011e+21       1.372907495784e+04       4.478636113231e-10       4.208591509393e+17       8.730560569122e-09       2.429747063402e+42       7.169866572359e+31       3.846151044627e+32       1.679719801365e+42       4.109466865224e+42       1.110396518945e-10       9.999999998890e-01       4.623380919974e+04      -4.623379382290e+04      -3.050601857873e+06      -4.583040000000e+00       7.006459971555e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999996674114e-01       1.125056137841e-38       4.109466865224e+42       1.369822288256e+42      -3.623443240221e+50       2.696557290068e-05       5.943932748271e-01 
       3.032684808375e+13       8.219389927972e-25       1.528496795800e-08       1.984066827705e+21       1.372907495784e+04       4.527036545284e-10       4.163595705770e+17       8.824911369881e-09       2.327491882287e+42       6.942348410797e+31       3.724102857826e+32       1.609029294070e+42       3.936521176799e+42       1.122396527408e-10       9.999999998878e-01       4.623380871953e+04      -4.623379430310e+04      -2.829488748298e+06      -4.583040000000e+00       6.857442895017e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999996881843e-01       1.174483932464e-38       3.936521176799e+42       1.312173725452e+42      -3.433842321716e+50       2.713785922170e-05       5.906197336029e-01 
       3.000261112755e+13       8.398003075662e-25       1.545049599372e-08       1.941868650588e+21       1.372907495784e+04       4.575960038770e-10       4.119080971012e+17       8.920281815774e-09       2.229540079998e+42       6.722049981055e+31       3.605927571420e+32       1.541313775709e+42       3.770853856135e+42       1.134526219457e-10       9.999999998865e-01       4.623380826932e+04      -4.623379475332e+04      -2.624402314632e+06      -4.583040000000e+00       6.711595192090e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999997076597e-01       1.226083270082e-38       3.770853856135e+42       1.256951285236e+42      -3.254162493708e+50       2.731014554271e-05       5.868938032225e-01 
       2.968184072361e+13       8.580497613164e-25       1.561784301884e-08       1.900567966502e+21       1.372907495784e+04       4.625412246391e-10       4.075042161812e+17       9.016682926063e-09       2.135710550119e+42       6.508742182621e+31       3.491502288397e+32       1.476448044760e+42       3.612158595293e+42       1.146786996578e-10       9.999999998853e-01       4.623380784723e+04      -4.623379517541e+04      -2.434180914536e+06      -4.583040000000e+00       6.568849454812e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999997259187e-01       1.279949554471e-38       3.612158595293e+42       1.204052864960e+42      -3.083884623498e+50       2.748243186373e-05       5.832145882740e-01 
       2.936449980958e+13       8.766957885828e-25       1.578700903337e-08       1.860145687094e+21       1.372907495784e+04       4.675398881940e-10       4.031474189852e+17       9.114125839095e-09       2.045829808045e+42       6.302203184925e+31       3.380708011582e+32       1.414312168767e+42       3.460141977213e+42       1.159180275402e-10       9.999999998841e-01       4.623380745150e+04      -4.623379557114e+04      -2.257747103649e+06      -4.583040000000e+00       6.429139708956e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999997430373e-01       1.336182380838e-38       3.460141977213e+42       1.153380658937e+42      -2.922516742614e+50       2.765471818475e-05       5.795812156590e-01 
       2.905055171935e+13       8.957470071886e-25       1.595617504790e-08       1.820583129990e+21       1.372907495784e+04       4.725925720956e-10       3.988372021216e+17       9.212621813588e-09       1.959731670217e+42       6.102218196647e+31       3.273429519882e+32       1.354791262600e+42       3.314522933206e+42       1.171707487868e-10       9.999999998828e-01       4.623380708049e+04      -4.623379594215e+04      -2.094101532711e+06      -4.583040000000e+00       6.292401383465e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999997590867e-01       1.394885719972e-38       3.314522933206e+42       1.104840977606e+42      -2.769592625412e+50       2.782700450577e-05       5.759928339018e-01 
       2.873996017883e+13       9.152122222282e-25       1.612897904124e-08       1.781862010166e+21       1.372907495784e+04       4.776998601396e-10       3.945730675805e+17       9.312182229933e-09       1.877256946863e+42       5.908579242346e+31       3.169555248465e+32       1.297775276033e+42       3.175032223271e+42       1.184370081392e-10       9.999999998816e-01       4.623380673265e+04      -4.623379628999e+04      -1.942317287092e+06      -4.583040000000e+00       6.158571280612e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999997741337e-01       1.456168110477e-38       3.175032223271e+42       1.058344074298e+42      -2.624670442049e+50       2.799929082679e-05       5.724486124839e-01 
       2.843268930175e+13       9.351004301371e-25       1.630360202398e-08       1.743964431488e+21       1.372907495784e+04       4.828623424305e-10       3.903545226767e+17       9.412818591510e-09       1.798253147664e+42       5.721084946170e+31       3.068977172733e+32       1.243158790269e+42       3.041411938297e+42       1.197169519032e-10       9.999999998803e-01       4.623380640653e+04      -4.623379661611e+04      -1.801534636601e+06      -4.583040000000e+00       6.027587546792e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999997882409e-01       1.520142859452e-38       3.041411938297e+42       1.013803979311e+42      -2.487331481952e+50       2.817157714781e-05       5.689477412034e-01 
       2.812870358551e+13       9.554208228525e-25       1.648004399613e-08       1.706872878453e+21       1.372907495784e+04       4.880806154504e-10       3.861810799924e+17       9.514542526012e-09       1.722574199812e+42       5.539540322437e+31       2.971590695988e+32       1.190840823034e+42       2.913415023198e+42       1.210107279656e-10       9.999999998790e-01       4.623380610079e+04      -4.623379692185e+04      -1.670956165849e+06      -4.583040000000e+00       5.899389643954e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998014670e-01       1.586928251988e-38       2.913415023198e+42       9.711383409484e+41      -2.357178944065e+50       2.834386346883e-05       5.654894295573e-01 
       2.782796790711e+13       9.761827920521e-25       1.665830495767e-08       1.670570208081e+21       1.372907495784e+04       4.933552821273e-10       3.820522573211e+17       9.617365786795e-09       1.650080177928e+42       5.363756572860e+31       2.877294540649e+32       1.140724641859e+42       2.790804820128e+42       1.223184858115e-10       9.999999998777e-01       4.623380581414e+04      -4.623379720850e+04      -1.549842257520e+06      -4.583040000000e+00       5.773918321556e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998138670e-01       1.656647769872e-38       2.790804820128e+42       9.302682732623e+41      -2.233836790416e+50       2.851614978985e-05       5.620729061466e-01 
       2.753044751901e+13       9.973959335022e-25       1.683838490862e-08       1.635039642002e+21       1.372907495784e+04       4.986869519051e-10       3.779675776115e+17       9.721300254231e-09       1.580637045353e+42       5.193550890201e+31       2.785990642933e+32       1.092717585234e+42       2.673354630918e+42       1.236403765414e-10       9.999999998764e-01       4.623380554539e+04      -4.623379747725e+04      -1.437506903098e+06      -4.583040000000e+00       5.651115589234e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998254925e-01       1.729430319894e-38       2.673354630918e+42       8.911182101958e+41      -2.116948659659e+50       2.868843611087e-05       5.586974181027e-01 
       2.723610804523e+13       1.019070051495e-24       1.702028384898e-08       1.600264758695e+21       1.372907495784e+04       5.040762408138e-10       3.739265689129e+17       9.826357937083e-09       1.514116406319e+42       5.028746268163e+31       2.697584050870e+32       1.046730891282e+42       2.560847297921e+42       1.249765528887e-10       9.999999998750e-01       4.623380529343e+04      -4.623379772921e+04      -1.333313817211e+06      -4.583040000000e+00       5.530924690017e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998363919e-01       1.805410472189e-38       2.560847297921e+42       8.536157658669e+41      -2.006176837476e+50       2.886072243189e-05       5.553622305342e-01 
       2.694491547728e+13       1.041215163378e-24       1.720400177874e-08       1.566229485901e+21       1.372907495784e+04       5.095237715411e-10       3.699287643203e+17       9.932550973894e-09       1.450395268555e+42       4.869171317312e+31       2.611982825558e+32       1.002679533641e+42       2.453074802506e+42       1.263271692377e-10       9.999999998737e-01       4.623380505721e+04      -4.623379796543e+04      -1.236672833592e+06      -4.583040000000e+00       5.413290074069e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998466106e-01       1.884728709046e-38       2.453074802506e+42       8.176916007322e+41      -1.901201280843e+50       2.903300875291e-05       5.520666259935e-01 
       2.665683617028e+13       1.063841504180e-24       1.738953869790e-08       1.532918093195e+21       1.372907495784e+04       5.150301735037e-10       3.659737019207e+17       1.003989163439e-08       1.389355815886e+42       4.714660086836e+31       2.529097945553e+32       9.604820642599e+41       2.349837880446e+42       1.276923816407e-10       9.999999998723e-01       4.623380483574e+04      -4.623379818690e+04      -1.147036562289e+06      -4.583040000000e+00       5.298157373017e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998561910e-01       1.967531684652e-38       2.349837880446e+42       7.832792933820e+41      -1.801718693367e+50       2.920529507394e-05       5.488099039623e-01 
       2.637183683907e+13       1.086959531347e-24       1.757689460646e-08       1.500315184715e+21       1.372907495784e+04       5.205960829207e-10       3.620609247395e+17       1.014839232088e-08       1.330885190393e+42       4.565051891966e+31       2.448843214287e+32       9.200604628028e+41       2.250945653486e+42       1.290723478367e-10       9.999999998709e-01       4.623380462810e+04      -4.623379839454e+04      -1.063897289152e+06      -4.583040000000e+00       5.185473374820e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998651731e-01       2.053972496248e-38       2.250945653486e+42       7.503152177320e+41      -1.707441648992e+50       2.937758139496e-05       5.455913803553e-01 
       2.608988455433e+13       1.110579929577e-24       1.776788849384e-08       1.468405692045e+21       1.372907495784e+04       5.262221428865e-10       3.581899806878e+17       1.025806556973e-08       1.274875283750e+42       4.420191146872e+31       2.371135170428e+32       8.813399923975e+41       2.156215276429e+42       1.304672272693e-10       9.999999998695e-01       4.623380443343e+04      -4.623379858921e+04      -9.867841000834e+05      -4.583040000000e+00       5.075185999209e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998735941e-01       2.144210967191e-38       2.156215276429e+42       7.187384253826e+41      -1.618097761568e+50       2.954986771598e-05       5.424103870410e-01 
       2.581094673883e+13       1.134713615738e-24       1.795888238121e-08       1.437174867252e+21       1.372907495784e+04       5.319090034457e-10       3.543604225102e+17       1.036892405276e-08       1.221222537338e+42       4.279927202859e+31       2.295893001087e+32       8.442490614509e+41       2.065471599061e+42       1.318771811053e-10       9.999999998681e-01       4.623380425092e+04      -4.623379877172e+04      -9.152602136497e+05      -4.583040000000e+00       4.967244273504e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998814892e-01       2.238413942459e-38       2.065471599061e+42       6.884905329296e+41      -1.533428897870e+50       2.972215403701e-05       5.392662713793e-01 
       2.553499116361e+13       1.159371743940e-24       1.815351424739e-08       1.406608276072e+21       1.372907495784e+04       5.376573216678e-10       3.505718077331e+17       1.048098057876e-08       1.169827750770e+42       4.144114191698e+31       2.223038457773e+32       8.087190912803e+41       1.978546842314e+42       1.333023722530e-10       9.999999998667e-01       4.623380407981e+04      -4.623379894283e+04      -8.489205071463e+05      -4.583040000000e+00       4.861598309195e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998888911e-01       2.336755597140e-38       1.978546842314e+42       6.595156140168e+41      -1.453190431797e+50       2.989444035804e-05       5.361583957752e-01 
       2.526198594432e+13       1.184565710680e-24       1.834996510297e-08       1.376691791234e+21       1.372907495784e+04       5.434677617230e-10       3.468236986135e+17       1.059424809492e-08       1.120595898480e+42       4.012610873933e+31       2.152495775020e+32       7.746843893166e+41       1.895280288052e+42       1.347429653816e-10       9.999999998653e-01       4.623380391939e+04      -4.623379910325e+04      -7.873892218893e+05      -4.583040000000e+00       4.758199278827e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999998958308e-01       2.439417758463e-38       1.895280288052e+42       6.317600959322e+41      -1.377150537596e+50       3.006672667906e-05       5.330861372477e-01 
       2.499189953747e+13       1.210307160108e-24       1.854823494796e-08       1.347411585935e+21       1.372907495784e+04       5.493409949594e-10       3.431156620887e+17       1.070873968836e-08       1.073435954022e+42       3.885280491995e+31       2.084191591593e+32       7.420820276430e+41       1.815517981913e+42       1.361991269394e-10       9.999999998638e-01       4.623380376898e+04      -4.623379925365e+04      -7.303178348597e+05      -4.583040000000e+00       4.656999393431e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999023370e-01       2.546590241991e-38       1.815517981913e+42       6.051726605551e+41      -1.305089520067e+50       3.023901300009e-05       5.300488870136e-01 
       2.472470073681e+13       1.236607989411e-24       1.874832378235e-08       1.318754127447e+21       1.372907495784e+04       5.552776999804e-10       3.394472697258e+17       1.082446858763e-08       1.028260721774e+42       3.761990627983e+31       2.018054874197e+32       7.108517266451e+41       1.739112448659e+42       1.376710251739e-10       9.999999998623e-01       4.623380362798e+04      -4.623379939466e+04      -6.773830846128e+05      -4.583040000000e+00       4.557951880435e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999084369e-01       2.658471202574e-38       1.739112448659e+42       5.797041494730e+41      -1.236799179822e+50       3.041129932112e-05       5.270460500852e-01 
       2.446035866975e+13       1.263480354313e-24       1.895205059554e-08       1.290706170863e+21       1.372907495784e+04       5.612785627227e-10       3.358180976726e+17       1.094144816425e-08       9.849866757130e+41       3.642613065953e+31       1.954016843604e+32       6.809357435583e+41       1.665922419503e+42       1.391588301508e-10       9.999999998608e-01       4.623380349577e+04      -4.623379952687e+04      -6.282851402787e+05      -4.583040000000e+00       4.461010962067e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999141557e-01       2.775267500726e-38       1.665922419503e+42       5.553074730904e+41      -1.172082211747e+50       3.058358564215e-05       5.240770448816e-01 
       2.419884279376e+13       1.290936674683e-24       1.915577740874e-08       1.263254752975e+21       1.372907495784e+04       5.673442765362e-10       3.322277266085e+17       1.105969193423e-08       9.435338049850e+41       3.527023658579e+31       1.892010903127e+32       6.522787657049e+41       1.595812570914e+42       1.406627137734e-10       9.999999998593e-01       4.623380337183e+04      -4.623379965081e+04      -5.827459032607e+05      -4.583040000000e+00       4.366131834155e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999195174e-01       2.897195085093e-38       1.595812570914e+42       5.319375235633e+41      -1.110751634951e+50       3.075587196318e-05       5.211413028536e-01 
       2.394012289285e+13       1.318989640281e-24       1.936314220075e-08       1.236387186286e+21       1.372907495784e+04       5.734755422637e-10       3.286757416958e+17       1.117921355966e-08       9.038254659690e+41       3.415102198049e+31       1.831972569360e+32       6.248278082249e+41       1.528653274411e+42       1.421828498030e-10       9.999999998578e-01       4.623380325562e+04      -4.623379976701e+04      -5.405074320469e+05      -4.583040000000e+00       4.273270645435e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999245442e-01       3.024479391733e-38       1.528653274411e+42       5.095510913980e+41      -1.052630252538e+50       3.092815828421e-05       5.182382681202e-01 
       2.368416907410e+13       1.347652216631e-24       1.957232598215e-08       1.210091053140e+21       1.372907495784e+04       5.796730683220e-10       3.251617325324e+17       1.130002685027e-08       8.657882405676e+41       3.306732291049e+31       1.773839405122e+32       5.985321161102e+41       1.464320356888e+42       1.437194138788e-10       9.999999998563e-01       4.623380314668e+04      -4.623379987596e+04      -5.013304811965e+05      -4.583040000000e+00       4.182384477322e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999292570e-01       3.157355760930e-38       1.464320356888e+42       4.881067855593e+41      -9.975501396465e+49       3.110044460524e-05       5.153673971183e-01 
       2.343095176416e+13       1.376937651004e-24       1.978332875296e-08       1.184354199988e+21       1.372907495784e+04       5.859375707836e-10       3.216852931036e+17       1.142214576502e-08       8.293518004624e+41       3.201801237724e+31       1.717550954523e+32       5.733430703623e+41       1.402694871028e+42       1.452725835378e-10       9.999999998547e-01       4.623380304454e+04      -4.623379997810e+04      -4.649931462082e+05      -4.583040000000e+00       4.093431324042e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999336755e-01       3.296069872319e-38       1.402694871028e+42       4.675649569416e+41      -9.453521582813e+49       3.127273092627e-05       5.125281582629e-01 
       2.318044170588e+13       1.406859478548e-24       1.999796950258e-08       1.159164731769e+21       1.372907495784e+04       5.922697734598e-10       3.182460217358e+17       1.154558441375e-08       7.944487770812e+41       3.100199914472e+31       1.663048680092e+32       5.492140980985e+41       1.343662875377e+42       1.468425382361e-10       9.999999998532e-01       4.623380294877e+04      -4.623380007386e+04      -4.312896066173e+05      -4.583040000000e+00       4.006370073220e-15       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999999378180e-01       3.440878199139e-38       1.343662875377e+42       4.478876250599e+41      -8.958854975288e+49       3.144501724730e-05       5.097200316193e-01 
