# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)Omega_m            15:(.)Omega_r            16:(.)rho_scf            17:(.)p_scf              18:(.)p_prime_scf        19:phi_scf               20:phi'_scf              21:V_scf                 22:V'_scf                23:V''_scf               24:w_scf                 25:Omega_scf             26:(.)rho_tot            27:(.)p_tot              28:(.)p_tot_prime        29:gr.fac. D             30:gr.fac. f          
       8.177819875049e+07       1.130350205840e-13       5.668343892467e-03       1.442732696894e+10       1.372906928951e+04       1.678817744998e-04       1.122738570746e+12       3.272613084576e-03       1.230634979544e+20       1.361247878088e+15       7.302179050988e+15       8.507560208749e+19       2.081477634688e+20       4.162152302144e-05       9.999583784770e-01       4.623380151132e+04      -4.623380151132e+04       6.087457283163e-08      -4.583040000000e+00       1.487027284191e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       2.221200974771e-16       2.081477634688e+20       6.937970001395e+19      -4.895992429094e+22       2.326876329593e-04       6.893940943784e-02 
       8.090387397735e+07       1.154913340900e-13       5.729600801715e-03       1.412048216439e+10       1.372906922826e+04       1.696960650167e-04       1.110734900398e+12       3.307979630366e-03       1.178844073151e+20       1.318052009445e+15       7.070462276860e+15       8.149522072559e+19       1.993880165549e+20       4.207130614589e-05       9.999579286939e-01       4.623380151132e+04      -4.623380151132e+04       6.286957240013e-08      -4.583040000000e+00       1.535760608371e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       2.318785366852e-16       1.993880165549e+20       6.645987601355e+19      -4.639804924843e+22       2.328600619127e-04       6.888901992684e-02 
       8.003889697430e+07       1.180010244556e-13       5.791519697596e-03       1.382016346262e+10       1.372906916634e+04       1.715299624783e-04       1.098859566287e+12       3.343728371234e-03       1.129232771620e+20       1.276226855935e+15       6.846098467242e+15       7.806551864638e+19       1.909969181337e+20       4.252594964644e-05       9.999574740504e-01       4.623380151132e+04      -4.623380151132e+04       6.492995254371e-08      -4.583040000000e+00       1.586091033106e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       2.420656938504e-16       1.909969181337e+20       6.366293193611e+19      -4.397022688391e+22       2.330324925251e-04       6.883871211602e-02 
       7.918316780043e+07       1.205652515790e-13       5.854107736013e-03       1.352623206341e+10       1.372906910375e+04       1.733836787759e-04       1.087111196315e+12       3.379863437335e-03       1.081709346930e+20       1.235728921271e+15       6.628854293809e+15       7.478015455715e+19       1.829589538333e+20       4.298550604003e-05       9.999570144940e-01       4.623380151132e+04      -4.623380151132e+04       6.705785592301e-08      -4.583040000000e+00       1.638070898828e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       2.527004037935e-16       1.829589538333e+20       6.098369641671e+19      -4.166944275222e+22       2.332049248155e-04       6.878848590728e-02 
       7.833658758334e+07       1.231852005634e-13       5.917372143813e-03       1.323855211861e+10       1.372906904049e+04       1.752574280903e-04       1.075488433057e+12       3.416389003456e-03       1.036185931406e+20       1.196516089411e+15       6.418503832337e+15       7.163305403660e+19       1.752592621972e+20       4.345002841095e-05       9.999565499716e-01       4.623380151132e+04      -4.623380151132e+04       6.925549541849e-08      -4.583040000000e+00       1.691754261297e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       2.638023287997e-16       1.752592621972e+20       5.841721572574e+19      -3.948904944649e+22       2.333773588035e-04       6.873834120380e-02 
       7.749905850774e+07       1.258620822644e-13       5.981320233332e-03       1.295699066935e+10       1.372906897654e+04       1.771514269172e-04       1.063989933599e+12       3.453309289492e-03       9.925783552596e+19       1.158547580766e+15       6.214828327755e+15       6.861839830364e+19       1.678836072055e+20       4.391957041699e-05       9.999560804296e-01       4.623380151132e+04      -4.623380151132e+04       7.152515643023e-08      -4.583040000000e+00       1.747196947750e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       2.753919949714e-16       1.678836072055e+20       5.595874460986e+19      -3.742274739248e+22       2.335497945086e-04       6.868827791000e-02 
       7.667048380411e+07       1.285971338495e-13       6.045959393305e-03       1.268141758459e+10       1.372906891190e+04       1.790658940918e-04       1.052614369384e+12       3.490628560941e-03       9.508059909601e+19       1.121783909783e+15       6.017615966648e+15       6.573061345885e+19       1.608183519547e+20       4.439418629560e-05       9.999556058137e-01       4.623380151132e+04      -4.623380151132e+04       7.386919925576e-08      -4.583040000000e+00       1.804456615012e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       2.874908301780e-16       1.608183519547e+20       5.360373751829e+19      -3.546456664783e+22       2.337222319508e-04       6.863829593153e-02 
       7.585076773751e+07       1.313916193703e-13       6.111297088864e-03       1.241170550100e+10       1.372906884656e+04       1.810010508143e-04       1.041360426062e+12       3.528351129392e-03       9.107916041644e+19       1.086186843889e+15       5.826661656983e+15       6.296436017872e+19       1.540504334437e+20       4.487393087018e-05       9.999551260691e-01       4.623380151132e+04      -4.623380151132e+04       7.629006154424e-08      -4.583040000000e+00       1.863592809439e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       3.001212036721e-16       1.540504334437e+20       5.134784019838e+19      -3.360884965374e+22       2.338946711501e-04       6.858839517534e-02 
       7.503981559659e+07       1.342468303463e-13       6.177340870636e-03       1.214772976408e+10       1.372906878052e+04       1.829571206753e-04       1.030226803332e+12       3.566481353024e-03       8.724612109129e+19       1.051719363729e+15       5.641766814818e+15       6.031452384355e+19       1.475673384210e+20       4.535885955637e-05       9.999546411404e-01       4.623380151132e+04      -4.623380151132e+04       7.879026083141e-08      -4.583040000000e+00       1.924667028839e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       3.133064674475e-16       1.475673384210e+20       4.918688164495e+19      -3.185023488917e+22       2.340671121269e-04       6.853857554963e-02 
       7.423753368256e+07       1.371640863619e-13       6.244098367461e-03       1.188936837051e+10       1.372906871376e+04       1.849343296819e-04       1.019212214797e+12       3.605023637109e-03       8.357439408392e+19       1.018345624664e+15       5.462739157788e+15       5.777620508092e+19       1.413570802496e+20       4.584902836849e-05       9.999541509716e-01       4.623380151132e+04      -4.623380151132e+04       8.137239715758e-08      -4.583040000000e+00       1.987742786428e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       3.270709994128e-16       1.413570802496e+20       4.711686638828e+19      -3.018364138031e+22       2.342395549017e-04       6.848883696389e-02 
       7.344382929842e+07       1.401447356763e-13       6.311577293673e-03       1.163650191183e+10       1.372906864628e+04       1.869329062836e-04       1.008315387813e+12       3.643982434524e-03       8.005719061351e+19       9.860309194992e+14       5.289392505137e+15       5.534471070701e+19       1.354081767439e+20       4.634449392597e-05       9.999536555061e-01       4.623380151132e+04      -4.623380151132e+04       8.403915577150e-08      -4.583040000000e+00       2.052885676876e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       3.414402484626e-16       1.354081767439e+20       4.513396710684e+19      -2.860425402069e+22       2.344119994954e-04       6.843917932886e-02 
       7.265861073822e+07       1.431901558467e-13       6.379785445461e-03       1.138901351920e+10       1.372906857807e+04       1.889530813985e-04       9.975350633415e+11       3.683362246259e-03       7.668800760304e+19       9.547416423859e+14       5.121546584100e+15       5.301554504926e+19       1.297096289405e+20       4.684531345990e-05       9.999531546865e-01       4.623380151132e+04      -4.623380151132e+04       8.679330992323e-08      -4.583040000000e+00       2.120163444542e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       3.564407815284e-16       1.297096289405e+20       4.323451755077e+19      -2.710750965933e+22       2.345844459289e-04       6.838960255662e-02 
       7.188178727649e+07       1.463017543647e-13       6.448730702687e-03       1.114678880942e+10       1.372906850913e+04       1.909950884405e-04       9.868699958065e+11       3.723167621943e-03       7.346061565558e+19       9.244452538758e+14       4.959026842427e+15       5.078440163414e+19       1.242509007618e+20       4.735154481963e-05       9.999526484552e-01       4.623380151132e+04      -4.623380151132e+04       8.963772374737e-08      -4.583040000000e+00       2.189646053890e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       3.721003326966e-16       1.242509007618e+20       4.141500576324e+19      -2.568908391695e+22       2.347568942235e-04       6.834010656050e-02 
       7.111326915773e+07       1.494809693068e-13       6.518421028886e-03       1.090971583204e+10       1.372906843944e+04       1.930591633458e-04       9.763189529477e+11       3.763403160367e-03       7.036904753649e+19       8.951102470798e+14       4.801664266856e+15       4.864715522477e+19       1.190218995358e+20       4.786324647947e-05       9.999521367535e-01       4.623380151132e+04      -4.623380151132e+04       9.257535524145e-08      -4.583040000000e+00       2.261405762244e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       3.884478544843e-16       1.190218995358e+20       3.967206758709e+19      -2.434487869195e+22       2.349293444008e-04       6.829069125518e-02 
       7.035296758608e+07       1.527292699992e-13       6.588864480364e-03       1.067768501762e+10       1.372906836899e+04       1.951455446005e-04       9.658807156799e+11       3.804073510014e-03       6.740758714042e+19       8.667061149030e+14       4.649295207348e+15       4.659985419366e+19       1.140129573354e+20       4.838047754540e-05       9.999516195225e-01       4.623380151132e+04      -4.623380151132e+04       9.560925934257e-08      -4.583040000000e+00       2.335517194955e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       4.055135713681e-16       1.140129573354e+20       3.800248044469e+19      -2.307101032020e+22       2.351017964826e-04       6.824135655661e-02 
       6.960079471499e+07       1.560481576965e-13       6.660069189820e-03       1.045058912710e+10       1.372906829779e+04       1.972544732679e-04       9.555540779516e+11       3.845183369599e-03       6.457075892262e+19       8.392033183186e+14       4.501761206894e+15       4.463871321637e+19       1.092148131035e+20       4.890329776192e-05       9.999510967022e-01       4.623380151132e+04      -4.623380151132e+04       9.874259110399e-08      -4.583040000000e+00       2.412057422993e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       4.233290356639e-16       1.092148131035e+20       3.640315737966e+19      -2.186379835437e+22       2.352742504909e-04       6.819210238208e-02 
       6.885666363716e+07       1.594391662759e-13       6.732043388183e-03       1.022832320226e+10       1.372906822581e+04       1.993861930165e-04       9.453378466056e+11       3.886737488607e-03       6.185331777502e+19       8.125732556482e+14       4.358908836736e+15       4.276010627269e+19       1.046185955298e+20       4.943176751891e-05       9.999505682325e-01       4.623380151132e+04      -4.623380151132e+04       1.019786089762e-07      -4.583040000000e+00       2.491106043096e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       4.419271858620e-16       1.046185955298e+20       3.487114134924e+19      -2.071975493039e+22       2.354467064479e-04       6.814292865021e-02 
       6.812048837442e+07       1.629038629460e-13       6.804795388234e-03       1.001078451714e+10       1.372906815306e+04       2.015409501479e-04       9.352308412414e+11       3.928740667848e-03       5.925023932833e+19       7.867882328177e+14       4.220589536796e+15       4.096055994243e+19       1.002158066485e+20       4.996594785866e-05       9.999500340521e-01       4.623380151132e+04      -4.623380151132e+04       1.053206781952e-07      -4.583040000000e+00       2.572745260542e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       4.613424075253e-16       1.002158066485e+20       3.340359975692e+19      -1.963557469032e+22       2.356191643762e-04       6.809383528095e-02 
       6.739218386784e+07       1.664438489707e-13       6.878333597342e-03       9.797872530631e+09       1.372906807952e+04       2.037189936259e-04       9.252318940785e+11       3.971197760006e-03       5.675671066237e+19       7.618214345569e+14       4.086659461190e+15       3.923674698323e+19       9.599830612649e+19       5.050590048285e-05       9.999494940995e-01       4.623380151132e+04      -4.623380151132e+04       1.087722742826e-07      -4.583040000000e+00       2.657059974642e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       4.816105968620e-16       9.599830612649e+19       3.199781921520e+19      -1.860812523253e+22       2.357916242985e-04       6.804482219559e-02 
       6.667166596790e+07       1.700607604100e-13       6.952666510188e-03       9.589488839986e+09       1.372906800519e+04       2.059205751043e-04       9.153398498217e+11       4.014113670201e-03       5.436812140726e+19       7.376468965122e+14       3.956979328630e+15       3.758548017872e+19       9.195829621221e+19       5.105168775973e-05       9.999489483122e-01       4.623380151132e+04      -4.623380151132e+04       1.123369866600e-07      -4.583040000000e+00       2.744137867059e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       5.027692270921e-16       9.195829621221e+19       3.065120052866e+19      -1.763443806157e+22       2.359640862381e-04       6.799588931676e-02 
       6.595885142473e+07       1.737562688752e-13       7.027802716038e-03       9.385537135324e+09       1.372906793006e+04       2.081459489569e-04       9.055535655276e+11       4.057493356557e-03       5.208005521917e+19       7.142394782454e+14       3.831414277579e+15       3.600370644562e+19       8.808830731855e+19       5.160337273125e-05       9.999483966273e-01       4.623380151132e+04      -4.623380151132e+04       1.160185223801e-07      -4.583040000000e+00       2.834069492893e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       5.248574177288e-16       8.808830731855e+19       2.936125388826e+19      -1.671170001161e+22       2.361365502181e-04       6.794703656846e-02 
       6.525365787855e+07       1.775320823018e-13       7.103750893293e-03       9.185923155136e+09       1.372906785411e+04       2.103953723064e-04       8.958719104723e+11       4.101341830773e-03       4.988828161478e+19       6.915748370885e+14       3.709833726000e+15       3.448850118872e+19       8.438118421206e+19       5.216101912041e-05       9.999478389809e-01       4.623380151132e+04      -4.623380151132e+04       1.198207099829e-07      -4.583040000000e+00       2.926948374938e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       5.479160069042e-16       8.438118421206e+19       2.812559426783e+19      -1.583724511864e+22       2.363090162621e-04       6.789826387606e-02 
       6.455600385010e+07       1.813899457391e-13       7.180519818576e-03       8.990554642711e+09       1.372906777734e+04       2.126691050541e-04       8.862937660212e+11       4.145664158703e-03       4.778874814939e+19       6.696294028284e+14       3.592111235557e+15       3.303706289354e+19       8.083007278357e+19       5.272469133854e-05       9.999472753087e-01       4.623380151132e+04      -4.623380151132e+04       1.237475034773e-07      -4.583040000000e+00       3.022871100909e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       5.719876268714e-16       8.083007278357e+19       2.694193701431e+19      -1.500854691799e+22       2.364814843941e-04       6.784957116630e-02 
       6.386580873126e+07       1.853316421563e-13       7.258118361278e-03       8.799341303499e+09       1.372906769974e+04       2.149674099101e-04       8.768180254992e+11       4.190465460940e-03       4.577757292425e+19       6.483803531952e+14       3.478124380127e+15       3.164670794648e+19       7.742840737547e+19       5.329445449280e-05       9.999467055455e-01       4.623380151132e+04      -4.623380151132e+04       1.278029864524e-07      -4.583040000000e+00       3.121937423887e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       5.971167828252e-16       7.742840737547e+19       2.580809362358e+19      -1.422321114488e+22       2.366539546381e-04       6.780095836728e-02 
       6.318299277573e+07       1.893589932666e-13       7.336555483562e-03       8.612194763382e+09       1.372906762130e+04       2.172905524236e-04       8.674435940633e+11       4.235750913409e-03       4.385103740915e+19       6.278055901278e+14       3.367754618477e+15       3.031486567306e+19       7.416989864242e+19       5.387037439363e-05       9.999461296256e-01       4.623380151132e+04      -4.623380151132e+04       1.319913763240e-07      -4.583040000000e+00       3.224250366051e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       6.233499351835e-16       7.416989864242e+19       2.472196769407e+19      -1.347896881690e+22       2.368264270187e-04       6.775242540853e-02 
       6.250747708979e+07       1.934738603692e-13       7.415840251269e-03       8.429028527821e+09       1.372906754202e+04       2.196388010135e-04       8.581693885760e+11       4.281525747962e-03       4.200557956710e+19       6.078837167926e+14       3.260887170993e+15       2.903907358484e+19       7.104852192282e+19       5.445251756241e-05       9.999455474824e-01       4.623380151132e+04      -4.623380151132e+04       1.363170287205e-07      -4.583040000000e+00       3.329916325816e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       6.507355854854e-16       7.104852192282e+19       2.368155105064e+19      -1.277366967851e+22       2.369989015604e-04       6.770397222094e-02 
       6.183918362324e+07       1.976781452095e-13       7.495981823013e-03       8.249757941890e+09       1.372906746188e+04       2.220124269995e-04       8.489943374798e+11       4.327795252987e-03       4.023778726840e+19       5.885940153327e+14       3.157410900310e+15       2.781697282647e+19       6.805850609978e+19       5.504095123908e-05       9.999449590488e-01       4.623380151132e+04      -4.623380151132e+04       1.407844420134e-07      -4.583040000000e+00       3.439045188511e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       6.793243660614e-16       6.805850609978e+19       2.268492003162e+19      -1.210527598850e+22       2.371713782882e-04       6.765559873683e-02 
       6.117803516030e+07       2.019737908577e-13       7.576989455629e-03       8.074300151143e+09       1.372906738087e+04       2.244117046336e-04       8.399173806740e+11       4.374564774012e-03       3.854439198179e+19       5.699164253213e+14       3.057218195734e+15       2.664630381434e+19       6.519432293076e+19       5.563574338992e-05       9.999443642566e-01       4.623380151132e+04      -4.623380151132e+04       1.453982619933e-07      -4.583040000000e+00       3.551750440587e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       7.091691336441e-16       6.519432293076e+19       2.173023193204e+19      -1.147185663257e+22       2.373438572275e-04       6.760730488994e-02 
       6.052395531079e+07       2.063627826070e-13       7.658872511456e-03       7.902574063324e+09       1.372906729899e+04       2.268369111313e-04       8.309374693916e+11       4.421839714330e-03       3.692226273121e+19       5.518315229003e+14       2.960204861334e+15       2.552490205873e+19       6.245067682633e+19       5.623696271540e-05       9.999437630373e-01       4.623380151132e+04      -4.623380151132e+04       1.501632867018e-07      -4.583040000000e+00       3.668149287647e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       7.403250670908e-16       6.245067682633e+19       2.081572159665e+19      -1.087158154397e+22       2.375163384038e-04       6.755909061541e-02 
       5.987686850119e+07       2.108471488911e-13       7.741640447421e-03       7.734500310886e+09       1.372906721622e+04       2.292883267042e-04       8.220535660786e+11       4.469625535616e-03       3.536840030675e+19       5.343205005800e+14       2.866270007582e+15       2.445069416184e+19       5.982249505910e+19       5.684467865812e-05       9.999431553213e-01       4.623380151132e+04      -4.623380151132e+04       1.550844714212e-07      -4.583040000000e+00       3.788362776359e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       7.728497693993e-16       5.982249505910e+19       1.993969815620e+19      -1.030271641606e+22       2.376888218429e-04       6.751095584983e-02 
       5.923669996603e+07       2.154289622216e-13       7.825302827769e-03       7.570001214311e+09       1.372906713256e+04       2.317662345921e-04       8.132646442737e+11       4.517927758565e-03       3.387993171939e+19       5.173651476805e+14       2.775315946431e+15       2.342169398418e+19       5.730491838467e+19       5.745896141076e-05       9.999425410386e-01       4.623380151132e+04      -4.623380151132e+04       1.601669338278e-07      -4.583040000000e+00       3.912515920316e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       8.068033742055e-16       5.730491838467e+19       1.910054190119e+19      -9.763617691601e+21       2.378613075710e-04       6.746290053124e-02 
       5.860337573914e+07       2.201103401456e-13       7.909869318610e-03       7.409000746204e+09       1.372906704799e+04       2.342709210956e-04       8.045696884902e+11       4.566751963521e-03       3.245410488897e+19       5.009478313931e+14       2.687248089726e+15       2.243599897237e+19       5.489329205726e+19       5.807988192426e-05       9.999419201181e-01       4.623380151132e+04      -4.623380151132e+04       1.654159593132e-07      -4.583040000000e+00       4.040737830039e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       8.422486569596e-16       5.489329205726e+19       1.829670128711e+19      -9.252727814147e+21       2.380337956145e-04       6.741492459913e-02 
       5.797682264518e+07       2.248934462248e-13       7.995349689736e-03       7.251424496162e+09       1.372906696251e+04       2.368026756093e-04       7.959676940982e+11       4.616103791130e-03       3.108828355583e+19       4.850514784433e+14       2.601974850836e+15       2.149178664139e+19       5.258315722354e+19       5.870751191595e-05       9.999412924881e-01       4.623380151132e+04      -4.623380151132e+04       1.708370064811e-07      -4.583040000000e+00       4.173161847246e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       8.792511509868e-16       5.258315722354e+19       1.752669006574e+19      -8.768570727997e+21       2.382062860002e-04       6.736702799442e-02 
       5.735696829114e+07       2.297804910347e-13       8.081753814622e-03       7.097199636376e+09       1.372906687610e+04       2.393617906556e-04       7.874576672087e+11       4.665988942986e-03       2.977994240648e+19       4.696595573351e+14       2.519407549406e+15       2.058731120500e+19       5.037024267858e+19       5.934192387785e-05       9.999406580761e-01       4.623380151132e+04      -4.623380151132e+04       1.764357128236e-07      -4.583040000000e+00       4.309925683517e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       9.178792686457e-16       5.037024267858e+19       1.678908453716e+19      -8.309747613573e+21       2.383787787553e-04       6.731921065955e-02 
       5.674374105801e+07       2.347737331873e-13       8.169091677701e-03       6.946254887975e+09       1.372906678877e+04       2.419485619177e-04       7.790386245590e+11       4.716413182292e-03       2.852666240452e+19       4.547560611589e+14       2.439460319136e+15       1.972090034781e+19       4.825045696872e+19       5.998319108503e-05       9.999400168089e-01       4.623380151132e+04      -4.623380151132e+04       1.822179005848e-07      -4.583040000000e+00       4.451171563548e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       9.582044278108e-16       4.825045696872e+19       1.608252091745e+19      -7.874932845956e+21       2.385512739069e-04       6.727147253840e-02 
       5.613707009249e+07       2.398754803733e-13       8.257373370725e-03       6.798520488082e+09       1.372906670048e+04       2.445632882746e-04       7.707095933986e+11       4.767382334524e-03       2.732612631798e+19       4.403254909454e+14       2.362050018482e+15       1.889095213337e+19       4.621988082686e+19       6.063138760407e-05       9.999393686124e-01       4.623380151132e+04      -4.623380151132e+04       1.881895828122e-07      -4.583040000000e+00       4.597046372913e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.000301183911e-15       4.621988082686e+19       1.540569281712e+19      -7.462870164902e+21       2.387237714829e-04       6.722381357636e-02 
       5.553688529878e+07       2.450880904298e-13       8.346609089131e-03       6.653928157569e+09       1.372906661125e+04       2.472062718351e-04       7.624696113772e+11       4.818902288104e-03       2.617611443489e+19       4.263528395470e+14       2.287096144195e+15       1.809593204222e+19       4.427475992609e+19       6.128658830158e-05       9.999387134117e-01       4.623380151132e+04      -4.623380151132e+04       1.943569696124e-07      -4.583040000000e+00       4.747701810932e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.044247367767e-15       4.427475992609e+19       1.475734882570e+19      -7.072369045262e+21       2.388962715112e-04       6.717623372031e-02 
       5.494311733052e+07       2.504139724297e-13       8.436809146588e-03       6.512411069505e+09       1.372906652105e+04       2.498778179728e-04       7.543177264335e+11       4.870978995083e-03       2.507450045921e+19       4.128235760312e+14       2.214520747597e+15       1.733437013469e+19       4.241149793822e+19       6.194886885286e-05       9.999380511311e-01       4.623380151132e+04      -4.623380151132e+04       2.007264746084e-07      -4.583040000000e+00       4.903294548392e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.090124229488e-15       4.241149793822e+19       1.413629019796e+19      -6.702301257323e+21       2.390687740202e-04       6.712873291865e-02 
       5.435569758276e+07       2.558555877947e-13       8.527983960448e-03       6.373903818265e+09       1.372906642987e+04       2.525782353615e-04       7.462529966849e+11       4.923618471823e-03       2.401924757941e+19       3.997236305691e+14       2.144248353522e+15       1.660485833309e+19       4.062664988449e+19       6.261830575065e-05       9.999373816942e-01       4.623380151132e+04      -4.623380151132e+04       2.073047216087e-07      -4.583040000000e+00       5.063986390466e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.138016588687e-15       4.062664988449e+19       1.354136863750e+19      -6.351597607136e+21       2.392412790386e-04       6.708131112130e-02 
       5.377455818403e+07       2.614154514332e-13       8.620144066299e-03       6.238342389301e+09       1.372906633771e+04       2.553078360109e-04       7.382744903189e+11       4.976826799697e-03       2.300840470261e+19       3.870393798035e+14       2.076205881825e+15       1.590604781828e+19       3.891691576615e+19       6.329497631389e-05       9.999367050237e-01       4.623380151132e+04      -4.623380151132e+04       2.140985514959e-07      -4.583040000000e+00       5.229944444978e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.188012991295e-15       3.891691576615e+19       1.297148417363e+19      -6.019244847406e+21       2.394137865952e-04       6.703396827969e-02 
       5.319963198851e+07       2.670961329023e-13       8.713300110685e-03       6.105664129560e+09       1.372906624456e+04       2.580669353024e-04       7.303812854854e+11       5.030610125789e-03       2.204010284705e+19       3.747576326808e+14       2.010322571377e+15       1.523664653574e+19       3.727913446300e+19       6.397895869672e-05       9.999360210413e-01       4.623380151132e+04      -4.623380151132e+04       2.211150293403e-07      -4.583040000000e+00       5.401341296175e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.240205873267e-15       3.727913446300e+19       1.242558312760e+19      -5.704282750028e+21       2.395862967196e-04       6.698670434681e-02 
       5.263085256826e+07       2.729002575957e-13       8.807462854747e-03       5.975807718523e+09       1.372906615040e+04       2.608558520258e-04       7.225724701904e+11       5.084974663603e-03       2.111255168653e+19       3.628656167335e+14       1.946529906483e+15       1.459541680671e+19       3.571027788876e+19       6.467033189744e-05       9.999353296681e-01       4.623380151132e+04      -4.623380151132e+04       2.283614517483e-07      -4.583040000000e+00       5.578355184265e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.294691731477e-15       3.571027788876e+19       1.190265616441e+19      -5.405801331798e+21       2.397588094412e-04       6.693951927720e-02 
       5.206815420553e+07       2.788305079564e-13       8.902643179681e-03       5.848713139867e+09       1.372906605521e+04       2.636749084161e-04       7.148471421900e+11       5.139926693784e-03       2.022403624021e+19       3.513509647968e+14       1.884761545624e+15       1.398117303973e+19       3.420744539245e+19       6.536917576765e-05       9.999346308242e-01       4.623380151132e+04      -4.623380151132e+04       2.358453544477e-07      -4.583040000000e+00       5.761170190654e-13       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -1.000000000000e+00       1.351571302121e-15       3.420744539245e+19       1.140173642665e+19      -5.122938225300e+21       2.399313247901e-04       6.689241302695e-02 
